"Series.Name","Series.Code","Country.Name","Country.Code","Region","Year","Value"
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Croatia","HRV","European Region",2021,77.95740716
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Cuba","CUB","Region of the Americas",2021,41.02822237
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Cyprus","CYP","European Region",2021,76.82902186
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Czechia","CZE","European Region",2021,89.358226
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Denmark","DNK","European Region",2021,98.72269843
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Djibouti","DJI","Eastern Mediterranean Region",2021,39.56237659
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Dominican Republic","DOM","Region of the Americas",2021,43.564698
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Ecuador","ECU","Region of the Americas",2021,41.80453622
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Egypt, Arab Rep.","EGY","Eastern Mediterranean Region",2021,67.16212676
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Estonia","EST","European Region",2021,90.41784558
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Ethiopia","ETH","African Region",2021,7.155423069
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Fiji","FJI","Western Pacific Region",2021,49.01606195
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Finland","FIN","European Region",2021,89.84993647
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","France","FRA","European Region",2021,89.59294208
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Gambia, The","GMB","African Region",2021,28.63398761
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Georgia","GEO","European Region",2021,24.55250751
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Germany","DEU","European Region",2021,96.88248912
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Ghana","GHA","African Region",2021,15.25584969
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Greece","GRC","European Region",2021,92.07623505
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Guyana","GUY","Region of the Americas",2021,44.76224342
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Honduras","HND","Region of the Americas",2021,52.32280007
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Hungary","HUN","European Region",2021,87.81036836
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","India","IND","South-East Asia Region",2021,50.0241473
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Iraq","IRQ","Eastern Mediterranean Region",2021,52.06429048
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Ireland","IRL","European Region",2021,79.78487725
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Israel","ISR","European Region",2021,95.49714847
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Italy","ITA","European Region",2021,79.02709572
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Japan","JPN","Western Pacific Region",2021,99.08870348
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Jordan","JOR","Eastern Mediterranean Region",2021,82.28427469
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Kenya","KEN","African Region",2021,31.18609935
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Kiribati","KIR","Western Pacific Region",2021,24.46350954
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Korea, Rep.","KOR","Western Pacific Region",2021,99.46325555
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Kuwait","KWT","Eastern Mediterranean Region",2021,100
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Kyrgyz Republic","KGZ","European Region",2021,92.57593154
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Lao PDR","LAO","Western Pacific Region",2021,61.10436299
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Latvia","LVA","European Region",2021,85.24339855
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Lebanon","LBN","Eastern Mediterranean Region",2021,25.67268022
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Lesotho","LSO","African Region",2021,47.56960026
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Libya","LBY","Eastern Mediterranean Region",2021,23.83053967
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Lithuania","LTU","European Region",2021,94.79334091
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Luxembourg","LUX","European Region",2021,95.47022486
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Madagascar","MDG","African Region",2021,11.8994337
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Malawi","MWI","African Region",2021,44.14581993
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Malaysia","MYS","Western Pacific Region",2021,85.25199083
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Mali","MLI","African Region",2021,15.40850196
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Malta","MLT","European Region",2021,88.17638221
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Mexico","MEX","Region of the Americas",2021,60.02472404
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Monaco","MCO","European Region",2021,100
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Mongolia","MNG","Western Pacific Region",2021,65.55783391
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Morocco","MAR","Eastern Mediterranean Region",2021,60.89822107
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Myanmar","MMR","South-East Asia Region",2021,60.65227978
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Nepal","NPL","South-East Asia Region",2021,50.61031363
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Netherlands","NLD","European Region",2021,97.49762416
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","New Zealand","NZL","Western Pacific Region",2021,88.67798075
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Niger","NER","African Region",2021,7.87185873
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Nigeria","NGA","African Region",2021,31.28784949
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","North Macedonia","MKD","European Region",2021,12.21429602
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Norway","NOR","European Region",2021,77.99166224
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Paraguay","PRY","Region of the Americas",2021,54.73890725
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Peru","PER","Region of the Americas",2021,55.13477551
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Philippines","PHL","Western Pacific Region",2021,61.72721851
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Poland","POL","European Region",2021,97.85996537
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Portugal","PRT","European Region",2021,92.19422036
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Puerto Rico","PRI","Region of the Americas",2021,32.50916088
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Qatar","QAT","Eastern Mediterranean Region",2021,99.12564838
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Russian Federation","RUS","European Region",2021,61.05754116
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Samoa","WSM","Western Pacific Region",2021,43.46819324
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","San Marino","SMR","European Region",2021,90.1925
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Sao Tome and Principe","STP","African Region",2021,33.98067227
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Saudi Arabia","SAU","Eastern Mediterranean Region",2021,79.88894798
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Senegal","SEN","African Region",2021,13.87041536
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Serbia","SRB","European Region",2021,25.53470106
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Sierra Leone","SLE","African Region",2021,14.68383094
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Singapore","SGP","Western Pacific Region",2021,100
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Slovak Republic","SVK","European Region",2021,82.4889278
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Slovenia","SVN","European Region",2021,83.83010134
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Somalia","SOM","Eastern Mediterranean Region",2021,32.42749157
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","South Africa","ZAF","African Region",2021,70.99176796
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Spain","ESP","European Region",2021,89.96563307
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Suriname","SUR","Region of the Americas",2021,25.17132316
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Sweden","SWE","European Region",2021,95.54521956
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Switzerland","CHE","European Region",2021,99.81492445
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Tanzania","TZA","African Region",2021,25.01033668
"People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","Thailand","THA","South-East Asia Region",2021,26.25913123
